accession_number,filing_date,report_date,form,primary_document,description,filing_url
0001628280-23-021773,2023-06-09,2023-06-09,4,xslF345X04/wf-form4_168634682734378.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/1326380/000162828023021773/xslF345X04/wf-form4_168634682734378.xml
0001628280-23-021796,2023-06-12,2023-06-09,4,xslF345X04/wf-form4_168656791403035.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/1326380/000162828023021796/xslF345X04/wf-form4_168656791403035.xml
0001981001-23-000006,2023-06-13,2023-06-12,4,xslF345X04/wf-form4_168670784081538.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/1326380/000198100123000006/xslF345X04/wf-form4_168670784081538.xml
0001981001-23-000004,2023-06-13,2023-06-07,3,xslF345X02/wf-form3_168670772161681.xml,FORM 3,https://www.sec.gov/Archives/edgar/data/1326380/000198100123000004/xslF345X02/wf-form3_168670772161681.xml
0000921895-23-001481,2023-06-13,2023-06-09,4,xslF345X04/form412128005_06132023.xml,OWNERSHIP DOCUMENT,https://www.sec.gov/Archives/edgar/data/1326380/000092189523001481/xslF345X04/form412128005_06132023.xml
0000921895-23-001480,2023-06-13,,SC 13D/A,sc13da712128005_06132023.htm,AMENDMENT NO. 7 TO THE SCHEDULE 13D,https://www.sec.gov/Archives/edgar/data/1326380/000092189523001480/sc13da712128005_06132023.htm
0001628280-23-022817,2023-06-20,2023-06-15,4,xslF345X04/wf-form4_168731126879905.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/1326380/000162828023022817/xslF345X04/wf-form4_168731126879905.xml
0001628280-23-022816,2023-06-20,2023-06-15,4,xslF345X04/wf-form4_168731120008679.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/1326380/000162828023022816/xslF345X04/wf-form4_168731120008679.xml
0001628280-23-022815,2023-06-20,2023-06-15,4,xslF345X04/wf-form4_168731115359383.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/1326380/000162828023022815/xslF345X04/wf-form4_168731115359383.xml
0001628280-23-022814,2023-06-20,2023-06-15,4,xslF345X04/wf-form4_168731110119722.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/1326380/000162828023022814/xslF345X04/wf-form4_168731110119722.xml
0001326380-23-000034,2023-06-21,2023-06-15,8-K,gme-20230615.htm,8-K,https://www.sec.gov/Archives/edgar/data/1326380/000132638023000034/gme-20230615.htm
0001981001-23-000007,2023-07-06,2023-07-05,4,xslF345X04/wf-form4_168869306563564.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/1326380/000198100123000007/xslF345X04/wf-form4_168869306563564.xml
0001817439-23-000006,2023-07-07,2023-07-06,4,xslF345X04/wf-form4_168876921183258.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/1326380/000181743923000006/xslF345X04/wf-form4_168876921183258.xml
0001628280-23-024521,2023-07-07,,144,xsl144X01/primary_doc.xml,,https://www.sec.gov/Archives/edgar/data/1326380/000162828023024521/xsl144X01/primary_doc.xml
0001817439-23-000004,2023-07-07,,144,xsl144X01/primary_doc.xml,,https://www.sec.gov/Archives/edgar/data/1326380/000181743923000004/xsl144X01/primary_doc.xml
0001628280-23-024658,2023-07-10,2023-07-06,4,xslF345X04/wf-form4_168903365261387.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/1326380/000162828023024658/xslF345X04/wf-form4_168903365261387.xml
0001950047-23-002268,2023-07-12,,144,xsl144X01/primary_doc.xml,,https://www.sec.gov/Archives/edgar/data/1326380/000195004723002268/xsl144X01/primary_doc.xml
0001326380-23-000040,2023-07-27,2023-07-21,8-K,gme-20230721.htm,8-K,https://www.sec.gov/Archives/edgar/data/1326380/000132638023000040/gme-20230721.htm
0000000000-23-008854,2023-08-14,,UPLOAD,filename1.pdf,,https://www.sec.gov/Archives/edgar/data/1326380/000000000023008854/filename1.pdf
0001990547-23-000002,2023-08-21,2023-08-11,3,xslF345X02/wf-form3_169265103795991.xml,FORM 3,https://www.sec.gov/Archives/edgar/data/1326380/000199054723000002/xslF345X02/wf-form3_169265103795991.xml
0001326380-23-000047,2023-09-06,2023-07-29,10-Q,gme-20230729.htm,10-Q,https://www.sec.gov/Archives/edgar/data/1326380/000132638023000047/gme-20230729.htm
0001326380-23-000045,2023-09-06,2023-09-06,8-K,gme-20230906.htm,8-K,https://www.sec.gov/Archives/edgar/data/1326380/000132638023000045/gme-20230906.htm
0001868288-23-000002,2023-09-11,2023-09-08,4,xslF345X05/wf-form4_169447074869293.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/1326380/000186828823000002/xslF345X05/wf-form4_169447074869293.xml
0001840485-23-000003,2023-09-11,2023-09-08,4,xslF345X05/wf-form4_169447066543684.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/1326380/000184048523000003/xslF345X05/wf-form4_169447066543684.xml
0001326380-23-000052,2023-09-18,,CORRESP,filename1.htm,,https://www.sec.gov/Archives/edgar/data/1326380/000132638023000052/filename1.htm
0001326380-23-000056,2023-09-28,2023-09-27,8-K,gme-20230927.htm,8-K,https://www.sec.gov/Archives/edgar/data/1326380/000132638023000056/gme-20230927.htm
0001981001-23-000012,2023-10-02,,144,xsl144X01/primary_doc.xml,,https://www.sec.gov/Archives/edgar/data/1326380/000198100123000012/xsl144X01/primary_doc.xml
0000000000-23-010864,2023-10-02,,UPLOAD,filename1.pdf,,https://www.sec.gov/Archives/edgar/data/1326380/000000000023010864/filename1.pdf
0001981001-23-000015,2023-10-04,2023-10-02,4,xslF345X05/wk-form4_1696467271.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/1326380/000198100123000015/xslF345X05/wk-form4_1696467271.xml
0001990547-23-000004,2023-10-04,2023-10-02,4,xslF345X05/wk-form4_1696467243.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/1326380/000199054723000004/xslF345X05/wk-form4_1696467243.xml
0001981001-23-000017,2023-10-12,,144,xsl144X01/primary_doc.xml,,https://www.sec.gov/Archives/edgar/data/1326380/000198100123000017/xsl144X01/primary_doc.xml
0001981001-23-000019,2023-10-13,2023-10-12,4,xslF345X05/wk-form4_1697242455.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/1326380/000198100123000019/xslF345X05/wk-form4_1697242455.xml
0001990547-23-000006,2023-11-03,2023-11-01,4,xslF345X05/wk-form4_1699058219.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/1326380/000199054723000006/xslF345X05/wk-form4_1699058219.xml
0001326380-23-000063,2023-12-06,2023-10-28,10-Q,gme-20231028.htm,10-Q,https://www.sec.gov/Archives/edgar/data/1326380/000132638023000063/gme-20231028.htm
0001326380-23-000061,2023-12-06,2023-12-06,8-K,gme-20231206.htm,8-K,https://www.sec.gov/Archives/edgar/data/1326380/000132638023000061/gme-20231206.htm
0001981001-24-000003,2024-01-08,2024-01-02,4,xslF345X05/wk-form4_1704767321.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/1326380/000198100124000003/xslF345X05/wk-form4_1704767321.xml
0001990547-24-000002,2024-01-08,2024-01-02,4,xslF345X05/wk-form4_1704767258.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/1326380/000199054724000002/xslF345X05/wk-form4_1704767258.xml
0001086364-24-004581,2024-01-26,,SC 13G/A,us36467w1099_012624.txt,,https://www.sec.gov/Archives/edgar/data/1326380/000108636424004581/us36467w1099_012624.txt
0001104659-24-020991,2024-02-13,,SC 13G/A,tv0991-gamestopcorpclassa.htm,SCHEDULE 13G/A,https://www.sec.gov/Archives/edgar/data/1326380/000110465924020991/tv0991-gamestopcorpclassa.htm
0001326380-24-000012,2024-03-26,2024-02-03,10-K,gme-20240203.htm,10-K,https://www.sec.gov/Archives/edgar/data/1326380/000132638024000012/gme-20240203.htm
0001326380-24-000011,2024-03-26,2024-03-25,8-K,gme-20240325.htm,8-K,https://www.sec.gov/Archives/edgar/data/1326380/000132638024000011/gme-20240325.htm
0001326380-24-000016,2024-03-27,2024-02-03,10-K/A,gme-20240203.htm,10-K/A,https://www.sec.gov/Archives/edgar/data/1326380/000132638024000016/gme-20240203.htm
0001981001-24-000005,2024-04-02,,144,xsl144X01/primary_doc.xml,,https://www.sec.gov/Archives/edgar/data/1326380/000198100124000005/xsl144X01/primary_doc.xml
0001981001-24-000008,2024-04-03,2024-04-02,4,xslF345X05/wk-form4_1712194985.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/1326380/000198100124000008/xslF345X05/wk-form4_1712194985.xml
0001990547-24-000005,2024-04-03,2024-04-02,4,xslF345X05/wk-form4_1712194873.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/1326380/000199054724000005/xslF345X05/wk-form4_1712194873.xml
0001326380-24-000018,2024-04-04,2024-04-04,8-K,gme-20240404.htm,8-K,https://www.sec.gov/Archives/edgar/data/1326380/000132638024000018/gme-20240404.htm
0001868288-24-000002,2024-04-09,2024-04-08,4,xslF345X05/wk-form4_1712701422.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/1326380/000186828824000002/xslF345X05/wk-form4_1712701422.xml
0001990547-24-000007,2024-04-10,2024-04-08,4,xslF345X05/wk-form4_1712793056.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/1326380/000199054724000007/xslF345X05/wk-form4_1712793056.xml
0001930653-24-000002,2024-04-19,,144,xsl144X01/primary_doc.xml,,https://www.sec.gov/Archives/edgar/data/1326380/000193065324000002/xsl144X01/primary_doc.xml
0001981001-24-000011,2024-04-23,,144,xsl144X01/primary_doc.xml,,https://www.sec.gov/Archives/edgar/data/1326380/000198100124000011/xsl144X01/primary_doc.xml
0001981001-24-000013,2024-04-24,2024-04-23,4,xslF345X05/wk-form4_1714007207.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/1326380/000198100124000013/xslF345X05/wk-form4_1714007207.xml
0001990547-24-000009,2024-04-24,,144,xsl144X01/primary_doc.xml,,https://www.sec.gov/Archives/edgar/data/1326380/000199054724000009/xsl144X01/primary_doc.xml
0001990547-24-000011,2024-04-25,2024-04-24,4,xslF345X05/wk-form4_1714095564.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/1326380/000199054724000011/xslF345X05/wk-form4_1714095564.xml
0001193125-24-125098,2024-04-30,2024-02-03,ARS,d772545dars.pdf,ARS,https://www.sec.gov/Archives/edgar/data/1326380/000119312524125098/d772545dars.pdf
0001193125-24-125072,2024-04-30,,DEFA14A,d786757ddefa14a.htm,DEFA14A,https://www.sec.gov/Archives/edgar/data/1326380/000119312524125072/d786757ddefa14a.htm
0001193125-24-125061,2024-04-30,2024-06-13,DEF 14A,d786757ddef14a.htm,DEF 14A,https://www.sec.gov/Archives/edgar/data/1326380/000119312524125061/d786757ddef14a.htm
0001981001-24-000019,2024-05-06,,144,xsl144X01/primary_doc.xml,,https://www.sec.gov/Archives/edgar/data/1326380/000198100124000019/xsl144X01/primary_doc.xml
0001981001-24-000023,2024-05-07,2024-05-06,4,xslF345X05/wk-form4_1715116687.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/1326380/000198100124000023/xslF345X05/wk-form4_1715116687.xml
0001193125-24-141214,2024-05-17,2024-05-17,8-K,d819045d8k.htm,8-K,https://www.sec.gov/Archives/edgar/data/1326380/000119312524141214/d819045d8k.htm
0001193125-24-141200,2024-05-17,,424B5,d815176d424b5.htm,424B5,https://www.sec.gov/Archives/edgar/data/1326380/000119312524141200/d815176d424b5.htm
0001193125-24-141183,2024-05-17,2024-05-17,8-K,d757342d8k.htm,8-K,https://www.sec.gov/Archives/edgar/data/1326380/000119312524141183/d757342d8k.htm
0001193125-24-141159,2024-05-17,,S-3ASR,d717676ds3asr.htm,S-3ASR,https://www.sec.gov/Archives/edgar/data/1326380/000119312524141159/d717676ds3asr.htm
0001193805-24-000707,2024-05-24,,SC 13D/A,sc13da812128005_05242024.htm,AMENDMENT NO. 8 TO THE SCHEDULE 13D,https://www.sec.gov/Archives/edgar/data/1326380/000119380524000707/sc13da812128005_05242024.htm
0001326380-24-000020,2024-05-24,2024-05-24,8-K,gme-20240524.htm,8-K,https://www.sec.gov/Archives/edgar/data/1326380/000132638024000020/gme-20240524.htm
0001326380-24-000026,2024-05-31,,SD,formsdconflictminerals2023.htm,SD,https://www.sec.gov/Archives/edgar/data/1326380/000132638024000026/formsdconflictminerals2023.htm
0001193125-24-156648,2024-06-07,2024-06-07,8-K,d614610d8k.htm,8-K,https://www.sec.gov/Archives/edgar/data/1326380/000119312524156648/d614610d8k.htm
0001193125-24-156636,2024-06-07,,424B5,d614527d424b5.htm,424B5,https://www.sec.gov/Archives/edgar/data/1326380/000119312524156636/d614527d424b5.htm
0001193125-24-156615,2024-06-07,2024-06-07,8-K,d614611d8k.htm,8-K,https://www.sec.gov/Archives/edgar/data/1326380/000119312524156615/d614611d8k.htm
0000921895-24-001394,2024-06-11,,SC 13D/A,sc13da912128005_06112024.htm,AMENDMENT NO. 9 TO THE SCHEDULE 13D,https://www.sec.gov/Archives/edgar/data/1326380/000092189524001394/sc13da912128005_06112024.htm
0001326380-24-000030,2024-06-11,2024-05-04,10-Q,gme-20240504.htm,10-Q,https://www.sec.gov/Archives/edgar/data/1326380/000132638024000030/gme-20240504.htm
0001326380-24-000036,2024-06-13,,144,xsl144X01/primary_doc.xml,,https://www.sec.gov/Archives/edgar/data/1326380/000132638024000036/xsl144X01/primary_doc.xml
0001326380-24-000062,2024-06-14,2024-06-13,4,xslF345X05/wk-form4_1718398748.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/1326380/000132638024000062/xslF345X05/wk-form4_1718398748.xml
0001326380-24-000059,2024-06-14,2024-06-14,8-K,gme-20240614.htm,8-K,https://www.sec.gov/Archives/edgar/data/1326380/000132638024000059/gme-20240614.htm
0001326380-24-000055,2024-06-14,,DEFA14A,form8-kxannualmeeting.htm,DEFA14A,https://www.sec.gov/Archives/edgar/data/1326380/000132638024000055/form8-kxannualmeeting.htm
0001326380-24-000065,2024-06-18,2024-06-18,8-K,gme-20240618.htm,8-K,https://www.sec.gov/Archives/edgar/data/1326380/000132638024000065/gme-20240618.htm
0001326380-24-000076,2024-06-20,2024-06-17,8-K/A,gme-20240617.htm,8-K/A,https://www.sec.gov/Archives/edgar/data/1326380/000132638024000076/gme-20240617.htm
0001326380-24-000082,2024-07-02,,144,xsl144X01/primary_doc.xml,,https://www.sec.gov/Archives/edgar/data/1326380/000132638024000082/xsl144X01/primary_doc.xml
0001326380-24-000080,2024-07-02,,144,xsl144X01/primary_doc.xml,,https://www.sec.gov/Archives/edgar/data/1326380/000132638024000080/xsl144X01/primary_doc.xml
0001326380-24-000090,2024-07-03,2024-07-01,4,xslF345X05/wk-form4_1720056464.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/1326380/000132638024000090/xslF345X05/wk-form4_1720056464.xml
0001326380-24-000088,2024-07-03,2024-07-01,4,xslF345X05/wk-form4_1720056343.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/1326380/000132638024000088/xslF345X05/wk-form4_1720056343.xml
0001326380-24-000094,2024-07-09,2024-07-08,4,xslF345X05/wk-form4_1720560395.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/1326380/000132638024000094/xslF345X05/wk-form4_1720560395.xml
0001326380-24-000100,2024-08-28,2024-08-27,8-K,gme-20240827.htm,8-K,https://www.sec.gov/Archives/edgar/data/1326380/000132638024000100/gme-20240827.htm
0001193125-24-216683,2024-09-10,2024-09-10,8-K,d890633d8k.htm,8-K,https://www.sec.gov/Archives/edgar/data/1326380/000119312524216683/d890633d8k.htm
0001193125-24-216680,2024-09-10,,424B5,d890703d424b5.htm,424B5,https://www.sec.gov/Archives/edgar/data/1326380/000119312524216680/d890703d424b5.htm
0001326380-24-000109,2024-09-10,2024-08-03,10-Q,gme-20240803.htm,10-Q,https://www.sec.gov/Archives/edgar/data/1326380/000132638024000109/gme-20240803.htm
0001326380-24-000107,2024-09-10,2024-09-10,8-K,gme-20240910.htm,8-K,https://www.sec.gov/Archives/edgar/data/1326380/000132638024000107/gme-20240910.htm
0001326380-24-000115,2024-09-23,2024-09-20,8-K,gme-20240920.htm,8-K,https://www.sec.gov/Archives/edgar/data/1326380/000132638024000115/gme-20240920.htm
0001326380-24-000122,2024-10-02,,144,xsl144X01/primary_doc.xml,,https://www.sec.gov/Archives/edgar/data/1326380/000132638024000122/xsl144X01/primary_doc.xml
0001326380-24-000121,2024-10-02,,144,xsl144X01/primary_doc.xml,,https://www.sec.gov/Archives/edgar/data/1326380/000132638024000121/xsl144X01/primary_doc.xml
0001326380-24-000127,2024-10-03,2024-10-02,4,xslF345X05/wk-form4_1727990300.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/1326380/000132638024000127/xslF345X05/wk-form4_1727990300.xml
0001326380-24-000126,2024-10-03,2024-10-02,4,xslF345X05/wk-form4_1727990241.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/1326380/000132638024000126/xslF345X05/wk-form4_1727990241.xml
0001326380-24-000129,2024-10-07,,144,xsl144X01/primary_doc.xml,,https://www.sec.gov/Archives/edgar/data/1326380/000132638024000129/xsl144X01/primary_doc.xml
0001326380-24-000135,2024-10-10,2024-10-07,4,xslF345X05/wk-form4_1728605578.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/1326380/000132638024000135/xslF345X05/wk-form4_1728605578.xml
0001326380-24-000133,2024-10-10,,144,xsl144X01/primary_doc.xml,,https://www.sec.gov/Archives/edgar/data/1326380/000132638024000133/xsl144X01/primary_doc.xml
0001326380-24-000139,2024-10-11,2024-10-10,4,xslF345X05/wk-form4_1728686905.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/1326380/000132638024000139/xslF345X05/wk-form4_1728686905.xml
0001326380-24-000138,2024-10-11,,144,xsl144X01/primary_doc.xml,,https://www.sec.gov/Archives/edgar/data/1326380/000132638024000138/xsl144X01/primary_doc.xml
0001326380-24-000141,2024-10-15,2024-10-11,4,xslF345X05/wk-form4_1729026607.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/1326380/000132638024000141/xslF345X05/wk-form4_1729026607.xml
0001326380-24-000160,2024-10-25,2024-08-03,10-Q/A,gme-20240803.htm,10-Q/A,https://www.sec.gov/Archives/edgar/data/1326380/000132638024000160/gme-20240803.htm
0001326380-24-000159,2024-10-25,2024-05-04,10-Q/A,gme-20240504.htm,10-Q/A,https://www.sec.gov/Archives/edgar/data/1326380/000132638024000159/gme-20240504.htm
0001326380-24-000163,2024-11-18,2024-11-18,8-K,gme-20241118.htm,8-K,https://www.sec.gov/Archives/edgar/data/1326380/000132638024000163/gme-20241118.htm
0001822293-24-000004,2024-12-05,2024-11-18,3,xslF345X02/wk-form3_1733446230.xml,FORM 3,https://www.sec.gov/Archives/edgar/data/1326380/000182229324000004/xslF345X02/wk-form3_1733446230.xml
0001326380-24-000170,2024-12-10,2024-11-02,10-Q,gme-20241102.htm,10-Q,https://www.sec.gov/Archives/edgar/data/1326380/000132638024000170/gme-20241102.htm
0001326380-24-000168,2024-12-10,2024-12-06,8-K,gme-20241206.htm,8-K,https://www.sec.gov/Archives/edgar/data/1326380/000132638024000168/gme-20241206.htm
0001326380-25-000012,2025-01-06,2025-01-03,4,xslF345X05/wk-form4_1736209146.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/1326380/000132638025000012/xslF345X05/wk-form4_1736209146.xml
0001326380-25-000010,2025-01-06,2025-01-03,4,xslF345X05/wk-form4_1736209059.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/1326380/000132638025000010/xslF345X05/wk-form4_1736209059.xml
0001326380-25-000008,2025-01-06,,144,xsl144X01/primary_doc.xml,,https://www.sec.gov/Archives/edgar/data/1326380/000132638025000008/xsl144X01/primary_doc.xml
0001326380-25-000006,2025-01-06,,144,xsl144X01/primary_doc.xml,,https://www.sec.gov/Archives/edgar/data/1326380/000132638025000006/xsl144X01/primary_doc.xml
0000921895-25-000190,2025-01-29,,SCHEDULE 13D/A,xslSCHEDULE_13D_X01/primary_doc.xml,,https://www.sec.gov/Archives/edgar/data/1326380/000092189525000190/xslSCHEDULE_13D_X01/primary_doc.xml
0000000000-25-000976,2025-01-29,,UPLOAD,filename1.pdf,,https://www.sec.gov/Archives/edgar/data/1326380/000000000025000976/filename1.pdf
0001326380-25-000016,2025-02-12,,CORRESP,filename1.htm,,https://www.sec.gov/Archives/edgar/data/1326380/000132638025000016/filename1.htm
0001326380-25-000018,2025-02-18,2025-02-18,8-K,gme-20250218.htm,8-K,https://www.sec.gov/Archives/edgar/data/1326380/000132638025000018/gme-20250218.htm
0000000000-25-003033,2025-03-20,,UPLOAD,filename1.pdf,,https://www.sec.gov/Archives/edgar/data/1326380/000000000025003033/filename1.pdf
0001628280-25-014745,2025-03-25,,CORRESP,filename1.htm,,https://www.sec.gov/Archives/edgar/data/1326380/000162828025014745/filename1.htm
0001628280-25-014731,2025-03-25,2025-02-01,10-K,gme-20250201.htm,10-K,https://www.sec.gov/Archives/edgar/data/1326380/000162828025014731/gme-20250201.htm
0001628280-25-014714,2025-03-25,2025-03-25,8-K,gme-20250325.htm,8-K,https://www.sec.gov/Archives/edgar/data/1326380/000162828025014714/gme-20250325.htm
0001326380-25-000022,2025-04-01,2025-03-26,8-K,gme-20250326.htm,8-K,https://www.sec.gov/Archives/edgar/data/1326380/000132638025000022/gme-20250326.htm
